raw,processed,Sentimen
Seru sih krn mulai ada promo tp pas ditny info lebih lanjut di twitter @halobca pada ga beres semua jawabannya. Ditanya apa jawabnya apa. Aneh. dari yg split bill smp yg terbaru get friends. ga siap ngasih promo. kl yg split bill cs d twitter kl d tnya ga bisa jawab. kl promo get friends ga ada tuh buat masukin nomer refferal,seru mulai promo pas ditny informasi lanjut twitter beres jawabannya ditanya jawabnya aneh split bill terbaru get friends siap memberikan promo kalo split bill cs twitter kalo tanya jawab kalo promo get friends masukkan nomer refferal,
Aplikasi bagus tapi kalau lupa pasword di suru isi pertanyaan saldo terakhir pada hal uDa login ke no hp dan email susa srkali ganti sandi,aplikasi bagus lupa pasword suruh isi pertanyaan saldo terakhir login no handphone email susa srkali ganti sandi,
"Maaf nih transaksi pembayaran saya ,sdh 2 hari masih dlm proses terus,saldo sdh kepotong,tp di merchan masih blm dibayar katanya ini gimana ya,saya sdh konfirmasi blm di proses jg,tolong dibantu",maaf transaksi pembayaran proses terus saldo kepotong merchan dibayar katanya konfirmasi proses dibantu,
"Ini dana kenapa ya? Biasanya juga baik-baik aja, tapi kenapa waktu saya transfer uang ke temen saya kok didana temen saya ga bertambah nominalnya? Mohon kerja samanya .",dana baik baik waktu transfer uang teman didana teman bertambah nominalnya kerja samanya,
"Saya udah 2 kali mendownload ulang apk DANA ini, karena tidak bisa masuk ke aplikasinya.. memori hp saya cukup kok, dan sinyal saya oke, kenapa saya tidak masuk ke apk DANA ya. Tolongg🙏",kali mendownload ulang aplikasi dana masuk aplikasinya memori handphone cukup sinyal oke masuk aplikasi dana tolongg,
app bikin dosa bikin orang kesel nunggu buat chat app aja sulit dan lama setelah terhubung cuma di jawab sistem yang bikin kesel lagi udah 3 hari masih aja itu itu aja balesan nya kontoool,app dosa orang kesal menunggu chat app sulit terhubung jawab sistem kesal balesan kontol,
"Sangat buruk aplikasinya, mau verifikasi aja susah. Kulitas foti yang seperti apa yang di inginkan oleh apl ini? Sudah berulang x di foto maaih saja kualitas ktp kurang bagus. Bukanya mempermudah tapi memper ribet aja",buruk aplikasinya verifikasi susah kulitas foti apl berulang foto maaih kualitas ktp kurang bagus bukanya mempermudah memper ribet,
"Saya Kirim uang sebesar 250rb statusnya Pending/Menunggu terus. Jika Transaksi Gagal saldonya Mohon Kembalikan(Refund). Mau Komplain kemana, Whatsapp, Email pun gk di Respon.",kirim uang sebesar ribu statusnya pending menunggu terus transaksi gagal saldonya kembalikan refund komplain kemana whatsapp email gak respon,
"Yang mau download pikir"" dulu apalagi nyimpen uang gede di dana, setiap ada kendala cs nya lamban sampai gk di respon berhari"", disuruh ke wa di over ke email di tlp jg gk di respon parah emng sih.... paling balasannya hub ini udah di hub gk direspon orang mah lagi butuh pelayanan jelek...",download pikir menyimpan uang gede dana kendala cs lamban gak respon berhari disuruh whatsapp over email telepon gak respon parah balasannya hubungi hubungi gak direspon orang mah butuh pelayanan jelek,
Saya pengen ganti nomor kartu saya sudah tidak berfungsi lagi tolong di percepat agar bisa beraktivitas kembali. Aplikasi Dana digital emang ok suktur ke aman yh juga emang detail. Knpa udh 9 hari blum ajah ada link yg masuk lewat SMS atas penggantian nomor yg baru tolong pihak dana di percepat.,ganti nomor kartu berfungsi percepat beraktivitas kembali aplikasi dana digital ok suktur aman ya detail udah link masuk lewat sms atas penggantian nomor pihak dana percepat,
"Selama ini saya menjalankan usaha saya pakai Linkaja terasa nyaman,aman,dan Belum ada masalah yg mengganggu jalannya usaha saya,semoga selalu berkembang dan makin sukses..",menjalankan usaha pakai linkaja terasa nyaman aman masalah mengganggu jalannya usaha semoga berkembang sukses,
"Tadinya saya seneng😄 pas mau make app ini tp😔 saat mau upgrade gak bisa bisa padahal e-KTP gak cacat ftnya jg jelas, pencahayaan sudah cukup tp ttp gak bisa2 upgradenya ,........😩 Sudah tanya ke operator petunjuknya gak ada yg berasil mohon untuk diperbaiki...lagi 😄 semakin lebih baik ...oke 👍.....tp saya ttp kecewa😩 mohon y...😊",senang pas memakai app upgrade ktp cacat ftnya jelas pencahayaan cukup tetap upgradenya tanya operator petunjuknya berasil untuk diperbaiki baik oke tetap kecewa,
"Apa apaan ini, baru saja di download, ehh malah g beres aplikasinya... Aneh lu min.... Mau masuk tapi malah keluar sendiri...!!😡 Woi, ada apa dgnmu dana.... Hmm, saya kash 1 bintang tanda bukti keluhan nyata dari saya bos...",download eh beres aplikasinya aneh min masuk keluar woi dgnmu dana hmm kash bintang tanda bukti keluhan nyata bos,
"Kronologi; 1. ingin melakukan transaksi transfer ke Bank Bca dengan kartu tersimpan di aplikasi dana (Mandiri) pada pukul skitaran 05;20 dini hari.... Setelah memasukan otp dari sms, transaksi gagal... dan gak lama dapet sms baniing kalo saldo sudah terpotong, mau komplain ke wa hanya ada balasan opertor sibuk dll dialihkan ke email... Di email sampai berapa kali belom ada balasan, padahal sudah 2x24 jammm, sedih dalam keadaan kaya gini ada aja cobaan...bingung komplain kemana,hhhh",kronologi melakukan transaksi transfer bank baca kartu tersimpan aplikasi dana mandiri pukul skitaran memasukan otp sms transaksi gagal sms baniing saldo terpotong komplain whatsapp balasan opertor sibuk dan lain-lain dialihkan email email kali balasan jam sedih keadaan kayak cobaan bingung komplain kemana,
"Knapa yaa...udah donlod aplikasi dana udah masuk ke branda ngilang LG kembali LG ke layar hp masuk harus ngetik nmr hp LG udah masuk ngilang LG ... Knapa..,,,??? Ap krna type hp nya...hmmm...",knapa ya donlod aplikasi dana masuk branda hilang kembali layar handphone masuk mengetik nomor handphone masuk hilang knapa type handphone hm,
Pliss bantu saya cara mengembalikan akun tanpa email 😢 sya peminat setai linkaja pliss bantu,pli bantu cara mengembalikan akun email peminat setai linkaja pli bantu,
Hai kak saya mau nanya saya kan mau minjem di linkaja terus untuk isi data terakhir yang untuk rekening tapi kok bukan norek saya ya dan bukan bank atas tabungan saya juga disitu bank nya atas nama link aja beserta norek pas saya mau ganti malah tidak bisa apakah nanyi pinjaman uang yang saya minta bakalan di tf di bank tersebut atau bank saya?,hai kak tanya minjem linkaja terus untuk isi data terakhir untuk rekening norek bank atas tabungan disitu bank atas nama link beserta norek pas ganti nanyi pinjaman uang meminta tf bank bank,
"Aplikasi LINK AJA PAAARAH,ko baca komen nya pada ngeluh tentang beli pulsa yg ga masuk2 ya. Saya jg mengalami hal yg sama, beli pulsa 100rb sudah 1x24 jam belum masuk.di suruh menunggu 3x24jam. Tanya CS nya jg bilang nya kami bantu flow up,coba klu ga tanya.. Tlpn di call center kena biaya,hasil jg sama, menunggu.. Mohon aplikator kerja yg benar lah, jangan banyak claim dari konsumen. Di tanya kendala nya apa ko ga jawab,banyak yg komplain pulsa ga masuk, saldo kepotong y",aplikasi link parah baca komen ngeluh beli pulsa masuk mengalami beli pulsa ribu jam masuk suruh menunggu jam tanya cs bilang bantu flow up coba tanya telepon call center kena biaya hasil menunggu aplikator kerja benar claim konsumen tanya kendala jawab komplain pulsa masuk saldo kepotong,
"Ga suka ya sama aplikasi sakuku ini, saya salah pasword trs ke pencet registrasi ulang, pas udah registrasi saldonya malah jadi ilang, dan udh lapor ke pihak bca katanya uang nya hangus Harus nya ga gitu dong kan ada datanya harusnya uang nya bisa di pulihkan lagi! Bener2 ga jelas ni bca",suka aplikasi sakuku salah pasword terus pencet registrasi ulang pas registrasi saldonya jadi hilang udah lapor pihak baca katanya uang hangus datanya uang pulihkan benar jelas baca,
Mau tanya ni admin. Aplikasi DANA ini terdapat minta uang dalam aplikasi ini.. Itu dikasih cuma².apa nanti kita Menganti uang tersebut di potong lewat bank kita? Tolong di bantu jawab admin terimakasih 🙏,tanya admin aplikasi dana terdapat meminta uang aplikasi dikasih menganti uang potong lewat bank bantu jawab admin terimakasih,
"Harga tolong di discount lagi supaya bnyak yang pakai apk LinkAja, Kurang bnyak discount Linkaja dan transfer cuma mak 2 Jt saja tlong tambah maksimal Transfer 20 Jt",harga discount pakai aplikasi linkaja kurang discount linkaja transfer ibu juta tlong tambah maksimal transfer juta,
"SAya Baru mau gabung sama apk ini, tpi gk jadi ah. Liat resfon pengguna yg lain kurang bagus Semoga di perbaiki lagi apk ya, biar banyak yg menggunakan y",gabung aplikasi gak jadi ah lihat resfon pengguna kurang bagus semoga perbaiki aplikasi menggunakan,
"Kecewa banget kirim uang ke bri syariah gagal disuruh nunggu 14×24 jam mana lebaran didepan mata, parahnya lagi uang sudah masuk ke rek yg dikirim tapi riwayat pengiriman tetap gagal tidak berubah ke berhasil jadinya kita tidak tahu uangnya ternyata sudah masuk",kecewa banget kirim uang bri syariah gagal disuruh menunggu jam lebaran didepan mata parahnya uang masuk rek dikirim riwayat pengiriman tetap gagal berubah berhasil jadinya tahu uangnya ternyata masuk,
Mohon di perbaiki apk ovonya. skarang kok nggak bisa isi pulsa listrik pulsa hp juga yg 10 sama 5 nggak ada. Makin hari bukan nya berkembang malah tambah jelek pelayananya. Mohon segera di perbaiki🙏🙏,perbaiki aplikasi ovonya isi pulsa listrik pulsa handphone berkembang tambah jelek pelayananya perbaiki,
"Saya udah Instal app dana yg tujuannya untuk menampung pembayaran dr app game yg saya ikuti diantaranya : Pohon uang Candy Tp kok gak ada uang masuk ke Dana sama sekali, gmn ini siapa yg salah, game nya atau Dananya",instal app dana tujuannya untuk menampung pembayaran app permainan ikuti pohon uang candy uang masuk dana gimana salah permainan dananya,
"Kenapa intensif prakerja pengguna link aj belom cair di bulan juni 2021 ini,, padahal tetangga sebelah sdh cair,,,mohon di percepat bosku",intensif prakerja pengguna link aja cair bulan juni tetangga sebelah cair percepat bosku,
"+62 waktunya turunin nih rating...saya mau transfer ke sesama OVO gx ada notif gagal/tidak hanya keluar ke awal transaksi...dari kemaren"" KAYA GINI MULU MUNGKIN WAKTU NYA PINDAH KE SEBELAH",waktunya turunin rating transfer ovo notif gagal keluar awal transaksi kemarin kayak terus waktu pindah sebelah,
"Tanggal 14 September 2020 saya TopUp sakuku lewat mbanking teman saya laporan di mbanking BERHASIL tapi kenapa saldo sakuku saya gak nambah, saya pikir ada error yaudah w tunggu 1x24 jam, eh blom nambah juga. lari kemana tuh duit ? Gak mau tau pokoknya duit w harus balik. Kapok topup lagi ke sakuku, udah gak aman !",tanggal september topup sakuku lewat mbanking teman laporan mbanking berhasil saldo sakuku bertambah pikir error ya sudah tunggu jam eh bertambah lari kemana duit tahu pokoknya duit balik kapok topup sakuku aman,
"Saya login g bisa, atur ulang password jg g bisa, akhirnya akun saya terblokir. Masak atur ulang password gagal terus , sampai saya catat itu password di kertas saya masukin lagi tetep gagal terus !! Sampai terblokir akun saya, punya sistem di perbaiki lah!",login atur ulang word akun terblokir masak atur ulang word gagal terus catat word kertas masukkan tetap gagal terus terblokir akun punya sistem perbaiki,
"Promo cashback 10% beli combo sakti di mytelkomsel HOAX. Saya sudah beli paket combo sakti di mytelkomsel tapi cashback tidak saya terima. Hubungi customer service via email juga percuma, yg bales BOT OTOMATIS. Gk niat melayani pelanggan.",promo cashback beli combo sakti mytelkomsel isu bohong beli paket combo sakti mytelkomsel cashback terima hubungi customer service via email balas bot otomatis gak niat melayani pelanggan,
"Ceritnya gini, akun dana mau saya up ke dana premium bertujuan agar lebih mudah kirim, terima, dan bayar via saldo dana. Tapi saya mengalami kendala saat verifikasi wajah dan itu sudah saya berulang kali tetap gagal. Waktu ngubungi CS eh CS nya gak sabaran, saya juga butuh waktu buat isi data. Jadi tolong kalau keluhan konsumen banyak CS juga di perbanyak, Paham? Ada otak kan?... dipakai otaknya ya, jangan terlalu bodoh. Kasihan konsumen kalau seadanya ada keluhan mendesak. 👎👎👎👎👎👎👎👎👎👎",ceritnya akun dana up dana premium bertujuan mudah kirim terima bayar via saldo dana mengalami kendala verifikasi wajah berulang kali tetap gagal waktu ngubungi cs eh cs sabaran butuh waktu isi data jadi keluhan konsumen cs perbanyak paham otak dipakai otaknya bodoh kasihan konsumen seadanya keluhan mendesak,
Parah bngt ini.. Q ada msalah kena tipu di aplikasi ini.sdah mnta srat pnipuan dri polisi.sruh mnta lgi srar prmntaan dta..dri plisi tdak prcya krna tdk adanya srat dri dana. Sdah komplen sana sini tpi tdk ada respon.. Tlonglah krja samanya min.q kena tipu 10juta.msa iya gk ada penindak lanjutan,parah banget masalah kena tipu aplikasi minta srat pnipuan polisi sruh minta srar prmntaan dta plisi percaya srat dana komplen respon tlonglah krja samanya min kena tipu juta masa gak penindak lanjutan,
"Saya download aplikasi ini karna kecewa,kenapa kita tidak bisa menghapus akun dana sementara Bank2 besar seperti BCA dll masih bisa tutup rekening,Jangan serakah jangan nyusahin bos,nomer hp itu lebih penting dari akun dana",download aplikasi kecewa menghapus akun dana bank besar baca dan lain-lain tutup rekening serakah menyusahkan bos nomer handphone penting akun dana,
"Pihak Ovo gmna ini sy mau tf ke bank gak bisa , bisa nya sesama Ovo sy sudah chat cs nya dan udh mengikuti langkah2 nya suruh uninstall dan balik download lg tp tetep aja gabisa jg tolong dong pihak Ovo yg jelaaaassss , ini diperbarui malah tambah gak bisa!!!!!!!!!!!!!!!!!!!!!!",pihak ovo gimana tf bank ovo chat cs udah mengikuti langkah suruh uninstall balik download tetap tidak bisa pihak ovo jelas diperbarui tambah,
"Kali ke-2 saya transfer dari LinkAja ke Bank Mandiri dan PENDING!!! Suruh tunggu 1x24 jam dihari kerja sedangkan uang mau langsung dipakai. Buat yang belum mengalami kejadian seperti saya pasti akan mengalaminya, tinggal nunggu saja, BOM WAKTU!!!",kali transfer linkaja bank mandiri pending suruh tunggu jam dihari kerja uang langsung dipakai mengalami kejadian mengalaminya tinggal menunggu bom waktu,
"Mau upgrade susah banget buat verifikasi wajah, harusnya foto saja jadi ribet buat pake/tf ke sesama ovo, makin lama makin sedikit yg pakai nih apk",upgrade susah banget verifikasi wajah foto jadi ribet pakai tf ovo pakai aplikasi,
"Saya pengguna aktif Dana sudah lama, tapi saya kecewa dengan kualitas aplikasi Dana yg kadang suka ngleg2 dan forceclose sendiri kalau jringan tidak stabil, dan yg lbh mngkawatirkan lagi kalu kita mau trasfer udah di masukan pin, misal sinyal kurg stablih malah balik lagi ke mnu yg sblumnya, pdahal transfernya sdh berhasil. Tolong perbaiki lah apknya.thk",pengguna aktif dana kecewa kualitas aplikasi dana kadang suka ngleg forceclose jringan stabil mngkawatirkan trasfer masukan pin misal sinyal kurg stablih balik mnu sblumnya transfernya berhasil perbaiki apknya thk,
"Di halaman verifikasi, kode sudah dapat SMS, waktu diinput ga bisa trus, lalu di blok suruh tunggu 5 menit. Trus ketik nya gimana? Pake keyboard eksternal? Jadi ragu sama aplikasi ini. Auto uninstall.",halaman verifikasi kode sms waktu diinput terus blok suruh tunggu menit terus ketik pakai keyboard eksternal jadi ragu aplikasi auto uninstall,
"Loh ini kenapa gabisa di buka yah waktu masukin PIN ada tulisan ""Anda ingin menghubungi costumer servis"" Tolong tong konfirmasi nya",loh tidak bisa ya waktu masukkan pin tulisan menghubungi costumer servis tong konfirmasi,
Tolong dong sistem nya di perbaiki ..mau ganti nomer telpon kok belum bisa..lha terus kalau ada masalah kartu sudah tidak aktif atau hilang bagiaman..kan kalau seperti itu saldo tidak bisa di tarik,sistem perbaiki ganti nomer telpon terus masalah kartu aktif hilang bagiaman saldo tarik,
Pelayanan mengecewakan bli token listrik udah 2 hari g masuk laporan harus melalu chat...slow respon lama ..gliran d tinggal percakapan sudsh d akhiri kenapa ga via tlp atw @mail saja laporan pengaduan hmmmm kecewa,pelayanan mengecewakan beli token listrik masuk laporan melalu chat slow respon gliran tinggal percakapan sudsh akhiri via telepon laporan pengaduan hm kecewa,
"Payah,udah di login trus diminta password,padahal password nya sudah saya catat dan sudah pernah saya gunakan,ttp aja gk bisa,bilangnya akun kamu terblokir,, terimakasih",payah login terus diminta word word catat gunakan tetap gak bilangnya akun terblokir terimakasih,
"Udah isi saldo, mau transfer eh masih perlu Upgrade Full Service, ribet amat jadi aplikasi...!!! Mana masih nunggu lagi, KUNO!!!",isi saldo transfer eh perlu upgrade full service ribet jadi aplikasi menunggu kuno,
sangat membantu tolong di upgrade utk kuota pengisian pelanggan telkomsel.. ditunggu feedbacknya makasih,membantu upgrade untuk kuota pengisian pelanggan telkomsel ditunggu feedbacknya terima kasih,
"Hadeh saya kira aplikasi terpercaya saya mau transfer malah di pending, ingin cepat jadi gak tau samapinya kapan, saran jangan mau top up jika kita ingin menggunakannya di pending gak tau kapan kembalinya, saya akan naikan bintangnya kalau proses saya di selesaikan",hadeh kira aplikasi terpercaya transfer pending cepat jadi tahu samapinya saran top up menggunakannya pending tahu kembalinya naikan bintangnya proses selesaikan,
"Bbrp x dlm 1 bln ini setiap login selalu ngeblank.. sempat ada notif untuk verifikasi email. Tp sy klik untuk kirim ke email dan memasukkan pin tetap tdk bisa. Tidak ada yg masuk ke inbox email.. sdh sy coba uninstall dan instal ulang, buka kembali tetap tidak bisa login..",bulan login ngeblank notif untuk verifikasi email klik untuk kirim email memasukkan pin tetap masuk inbox email coba uninstall instal ulang kembali tetap login,
"Sudah melakukan top up tapi saldo tidak bertambah saldo yg di rekening juga tidak dikembalikan, dan pelayanan sampai 3 hari lebih digantungkan...malah disuruh urus sendiri sama pihak banknya, jelas2 sudah ada bukti transfernya.",melakukan top up saldo bertambah saldo rekening dikembalikan pelayanan digantungkan disuruh urus pihak banknya jelas bukti transfernya,
Praktis sihh... cm merchant'a aja prlu ditambah kyk debit bca... atm yg untuk tarik tunai jg prlu dperluas boleh jg ditambah isi gojek dan belanja yg kecil2 nominalnya,praktis merchant perlu ditambah kayak debit baca atm untuk tarik tunai perlu dperluas ditambah isi gojek belanja nominalnya,
Saya pernah transaksi isi pulsa kuota 'Gagal' tapi saldo berkurang komplain via mail berbelit²... gimana nih min pelayanan tidak memuaskan dan belum ada tindaklanjut untuk mengganti kerugian.,transaksi isi pulsa kuota gagal saldo berkurang komplain via mail berbelit min pelayanan memuaskan tindaklanjut untuk mengganti kerugian,
Dana memang hebat ...cuma sedikit agak lamban ..semoga kedepan bila ada pengaduan langsung bisa cepat di tangani ...selama ini saya cukup puas dg adanya Dana ..Terima kasih ...Aplikasi yg sempel Praktis ...,dana hebat lamban semoga kedepan pengaduan langsung cepat tangani cukup puas dana terima aplikasi sempel praktis,
"Isi pulsa status di aplikasi sukses, tapi pulsa tidak masuk..! Harusnya hal sepele seperti ini sudah bisa di perbaiki ya.. Banyak komplain baru di tanggapi..",isi pulsa status aplikasi sukses pulsa masuk sepele perbaiki komplain tanggapi,
"APLIKASI APAAN INI, BELI PULSA BUKAN NYA LANGSUNG MASUK TAPI MASIH NUNGGU, LAMA SEKALI SIH, KALAU TIDAK NIAT BUKA APLIKASI LEBIH BAIK TUTUP AJA, KELUHAN PELANGGAN JUGA GAK BAKAL DI BALAS, APLIKASI SANGAT SANGAT BURUK INI KINERJA NYA, LAMA",aplikasi beli pulsa langsung masuk menunggu niat aplikasi baik tutup keluhan pelanggan bakal balas aplikasi buruk kinerja,
Pelayanan Dana ini tidak dapat dipercayakan karena tidak efisien sama sekali. Email yang dikirimkan selalu berulang dan tidak ada penindakan tegas serta ketepatan waktu dalam penanganan. Ini honest review.,pelayanan dana dipercayakan efisien email dikirimkan berulang penindakan tegas ketepatan waktu penanganan honest review,
Kami mengalami kendala dalam pengiriman.. sudah menunggu 3 hari namun tidak terkirim ke nomor rekening yang dituju.. pelayanan customare carenya juga tidak memuaskan.. respon sangat lama.. namun ketika kami menanggapi selisih 2 menit saja sudah diakhiri.. hingga harus mengulang lagi dari awal.. sungguh sangat kecewa.. respon lamaaaaaaaaaaaa,mengalami kendala pengiriman menunggu terkirim nomor rekening dituju pelayanan customare carenya memuaskan respon menanggapi selisih menit diakhiri mengulang awal sungguh kecewa respon,
"Tolong dong dari pihak dana, pembayaran di alfa atau Indomaret di daerah serang banten di ada kan, ketika saya ingin membayar pake afk dana stiap Alfa atau Indomaret di daerah sini belum tersedia Sekian dari saya Terimakasih",pihak dana pembayaran alfa indomaret daerah serang banten membayar pakai afk dana alfa indomaret daerah tersedia sekian terimakasih,
"Mohon di perbaiki yaa, dari pertama pakai isi pulsa lancar"" aja, kemarin kok sya beli pulsa belum terkirim dan saldo sudah berkurang.",perbaiki ya pertama pakai isi pulsa lancar kemarin beli pulsa terkirim saldo berkurang,
Ini gue isi saldo knapa ga masuk sh lmayan lohh isinya? Bsa d bantu knapa saldo gue udh kepotong lohh. Biasanya lgsg masuk ini knapa ga ada notifnya??,isi saldo knapa masuk sh lmayan loh isinya bantu knapa saldo udah kepotong loh langsung masuk knapa notifnya,
"Kak, ini gimana saya sudah verifikasi akun sampe 6x gabisa terus dari kemarin. Tolong segera ditindak lanjuti. Saya coba keluar dari aplikasi coba buka kembali malah makin gabisa dibuka.",kak verifikasi akun tidak bisa terus kemarin ditindak lanjuti coba keluar aplikasi coba kembali tidak bisa dibuka,
"Sedikit permasalahan untuk bulan ini, Kok nggk bisa d buka ya apk nya padahal cara penggunaan apk nya baik Mohon untuk informasi lebih lanjut tentang masalah yng saat ini terjadi Dan semoga kembali normal seperti semula trimakasih☺️🙏",permasalahan untuk bulan aplikasi cara penggunaan aplikasi baik untuk informasi lanjut masalah terjadi semoga kembali normal trimakasih,
"sudah regristasi tapi loading nya lama sekali,gimana mau berkembang aplikasi ini dan saya sudah menggunakan 2 opsi jaringan....data dan wifi. :) makasih telah merespon ulasan saya,dan maaf aplikasinya sudah saya uninstall.",regristasi loading berkembang aplikasi menggunakan opsi jaringan data wifi terima kasih merespon ulasan maaf aplikasinya uninstall,
"Ovo semakin g*bl*k , masak isi pulsa gak ada 5 ribu , lu kira kami punya bnyak duit , jangan pngen menang sendri , atau hpus aja aplikasi ini , pndah ke aplikasi sbelah ,bye2 😋",ovo beli masak isi pulsa ribu kira punya duit pengin menang hapus aplikasi pindah aplikasi sebelah bye,
"Kenapa penarikan saldo saya d apk Snack tidak masuk k Aqun dana . Pdahal saldo dr Aqun Snack nya sudah berkurang . SDH 2x pnarikan, tf ttp belom masuk k Aqun dana nya",penarikan saldo aplikasi snack masuk aqun dana saldo aqun snack berkurang pnarikan tf tetap masuk aqun dana,
Sengaja ku kasih bintang 5 biar lancar tapi sayang nya ga bisa ganti ke premium di tambah ga bisa masukin uang selalu gagal tapi ku masih berusaha memperbaiki akun dana nya kali ada yg kelewat isi populer nya mohon di bantu ya pihak dana makasih,sengaja ku bintang lancar sayang ganti premium tambah masukkan uang gagal ku berusaha memperbaiki akun dana kali kelewat isi populer bantu pihak dana terima kasih,
Makin ksni makin kurangajar nih apk! Bsa nerima duit topup saldo ovo tp kaga bisa buat tf sm skli!!!!! Alesan mlbihi batas limit mingguan lh ini itu sgla macem!!! Trs balikin saldo gua gmn woiiii!!!!!!! Yg bnr aja!!!!!!!!,kesini kurangajar aplikasi menerima duit topup saldo ovo tf alesan mlbihi batas limit mingguan terus balikin saldo gimana woi benar,
"Hp ilang, saldo sakuku ikut ilang. Pdhl pke email n nope yg sma waktu dftr. Tlp cs 2x minta history trax malah ga ada sama sekali... pdhl sdh 3 bln pake. cm ngabisin pulsa. D telp pihak bca nanya sakuku, di minta no pelaporan yg ga sy catat. Iklasin aja. Input aja wat bca... history trax jgn di erase/mohon disimpan termsuk saldony. Trmks.",handphone hilang saldo sakuku ikut hilang pakai email nope waktu dftr telepon cs meminta history trax bulan pakai ngabisin pulsa telepon pihak baca tanya sakuku meminta no pelaporan catat iklasin input baca history trax erase disimpan termsuk saldony trmks,
"Dari pengalaman saya pake dana, semua urusan jadi lebih mudah. Tetapi ketika akun dana atau aplikasi dana kalian bermasalah, dana care hanya jadi formalitas yang gak ada gunaanya. info buat kalian semua, sudah 1 minggu lebih masalah saya tidak tindak lanjuti, dan hampir setiap harinya saya follow up, yang ada cuman balasan email yang basi. Udah lebih 2 minggu gaes blum ada hasil kerja dari dana care, saran buat kalian mending gak usah pake aplikasi gini gini. Sekalian aja langsung dari mbanking.",pengalaman pakai dana urusan jadi mudah akun dana aplikasi dana bermasalah dana care jadi formalitas gunaanya informasi minggu masalah tindak lanjuti harinya follow up balasan email basi minggu guys hasil kerja dana care saran lebih baik perlu pakai aplikasi langsung mbanking,
Ko punya saya mentok di logo dana gamasuk masukm. Itu gmn ya bos . Biar seperti pertama Klai berhasil saya kasib 5 bintang,punya mentok logo dana gamasuk masukm gimana bos pertama klai berhasil kasib bintang,
"Kenapa saya tidak bisa masuk ke akun saya?, sedikit khawatir tolong perbaiki saya disuruh menunggu sms verifikasi tp tidak segera dikirimkan oleh pihak dana tolong perbaikannya.",masuk akun khawatir perbaiki disuruh menunggu sms verifikasi dikirimkan pihak dana perbaikannya,
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!! !!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😎💯 Ada apa kok liat ke bawah 😂 gak ada apa apa kok cuma mau bilang bagus tapi malu ini aku sebut bagus sudah hanya itu saya tapi pas saya narik uang ke dana itu lumayan bisa maaf kalo tidak ngerti bisa di baca lagi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!TOLONG DIPERBAIKI YAK!!,lihat bawah bilang bagus malu sebut bagus pas menarik uang dana lumayan maaf mengerti baca diperbaiki,
"Aplikasi babi!!!,upgrade gagal terus,padahal saya sudah isi data dngan benar,udah mana duit sya ada didalamnya lgi,ngga bisa diambi sma sekali,apk bgstt babii!!!!",aplikasi babi upgrade gagal terus isi data benar duit didalamnya diambi aplikasi bgstt babii,
"Terimakasih untuk pihak DANA, sekarang akun DANA saya sudah bisa di akses kemabli🙏 buat kalian yang belum download, segeralah download. karna aplikasi DANA ini sangat mudah di gunakan, transfer ke bank mana pun sangat cepat, dalam hitungan menit sudah masuk saldo nya. Jangan ragu untuk gunakan DANA.",terimakasih untuk pihak dana akun dana akses kemabli download segeralah download aplikasi dana mudah gunakan transfer bank cepat hitungan menit masuk saldo ragu untuk gunakan dana,
mohon maaf kenapa yaa setiap saya ingin transaksi untuk transfer selalu koneksi jaringan terputus padahal sebelum saya bisa transaksi untuk transfer dan ketika mau transfer lagi selalu koneksi jaringan terputus padahal koneksi jaringan saya bagus dan saya coba pake wifi tetep saja selalu koneksi jaringan terputus. mohon info dan bantuannya yaa. Terima kasih,maaf ya transaksi untuk transfer koneksi jaringan terputus transaksi untuk transfer transfer koneksi jaringan terputus koneksi jaringan bagus coba pakai wifi tetap koneksi jaringan terputus informasi bantuannya ya terima,
"gimana sih, mau tf harus kepremium dulu. uda dibuat ke premium salah trus harus verifikasi ktp trus, uda di verifikasi dibilang ga jelas ktpnya . padahal uda jelas kali dibuat. Mohon diperbaiki lagi la apknya ini. Masa uangku di dana gabisa ditarik. sayang kali la..",tf kepremium dibuat premium salah terus verifikasi ktp terus verifikasi dibilang jelas ktpnya jelas kali dibuat diperbaiki apknya masa uangku dana tidak bisa ditarik sayang kali,
Gimana sih beli pulsa gak masuk2 saldo sudah kepotong minta bantuan sama dana care ga jelas admin nya lemot,beli pulsa masuk saldo kepotong meminta bantuan dana care jelas admin lambat,
