,tweet,labels
23869,deh divaksin rakyat rakyat pribadi menghormati pemimpin negara menganjurkan duluan vaksin contoh rakyat kebal,1
3536,"tempat nya di daerah dago atas sehingga cukup jauh namun hal tersebut wotu untuk tempat nya yang nyaman , udara nya sejuk dan pemandangan nya bagus bisa melihat lampu-lampu kota bandung di malam hari . mengenai harga makanan memang termasuk tempat makan yang tidak murah hehe karena porsi nya juga lumayan besar . menu makanan nya bervariasi mulai dari sate bali sampai salad juga ada . rekomendasi buat yang suka .",1
5156,"lebih kesal saya wi , 2014 tidak punya presiden ada nya cuma petugas partai",-1
10228,"saya pancasila , nkri harga mati . lalu saya serahkan semua proyek infrastruktur pada china . hayyaaa . lu tipu kita orang ya ? slogan tinggal slogan . ternyata yang benar adalah : saya cinta china , nkri mau mati karena kebanyakan utang pada china . maka dari itu dana haji mau saya embat juga .",-1
4970,"yang membedakan batagor ini dari sejenis nya adalah tahu nya yang putih dan lembut , ini batagor yang cukup mahal mungkin yang termahal di bandng cuma worth it untuk rasa dan kualitas nya . teh terbaik batagor menurut saya",1
23119,anies angka penularan kematian akibat virus corona semangkin lepas psbb psbb transisi bioskop buka libur orang bebas liburan pakai himbauan takut,-1
13513,pasanganmu tetap yang terbaik selama kamu tidak terus terusan mencari kekurangannya justru kurangnya dia kamu usaha lengkapi ,1
8468,kami sekeluarga berencana makan siang di sini . tapi tidak ada satupun staf yang menyambut kami . sampai kami kira restoran masih tutup . karena ada beberapa staf yang masih mengenakan baju bebas . sampai akhirnya memilih menu dan datanglah makanan yang asin . menu untuk anak-anak ikan gindara benar benar sangat asin . begitu juga dengan soup yang saya pesan . untuk steak daging nya sangat . lanjutan,-1
4217,"tempat nya keren , mewah , menyenangkan , bisa lihat kota bandung dengan segala keindahan nya . pelayanan atas nama agus s jaya sangat memuaskan , makanan dan minuman nikmat",1
20531,iya aku liat di berita2 sih hft ya allah apaa udh redaan kebakarannya stay safe ya kamu ,1
23640,menristek vaksin covid terjamin aman,1
10750,"booming tempat makan yang buka tengah malam sampai dini hari , cobain deh ke ceu mar . karena kalau malam lewat situ sepertinya itu ramai terus ampe antre nya panjang tetapi orang pada rela antre sgitu panjang buat makan di situ . sudah nyobain ya makanan biasa saja , saya ke sana dengan beberapa teman bayar masing-masing dengan porsi makanan yang sama .",-1
20192,jika dasar keinginannya saja tidak kuat bagaimana kita bisa melancarkan jurus jurus yang jitu ,-1
10699,dasar pribumi-pribumi anjing ! tidak ada kami kalian pada nganggur ! pada mati kelaparan kalian !,-1
20563,apa yang allah kurniakan kepada kita lebih baik daripada apa yg kita nak azmi rahim,1
13207,aku suka kaler ni tapi kalau aku pakai dah boleh agak dah buruk nya macam mana ,-1
9232,kamera nya xiaomi selalu jelek kalau dipakai di tempat yang kurang cahaya,-1
9814,"pemandangan oke , makanan oke , harga juga oke . lokasi agak jauh dari kota , namun mudah dijangkau dengan taksi ataupun kendaraan pribadi . sewaktu saya datang hari sabtu sekitar jam 3 an , tidak terlalu ramai . untuk desain ruangan standar , agak kalah dengan resto sejenis di dekat nya yang sewaktu saya datangi di jam tersebut , ternyata daftar tunggu nya panjang sekali sehingga saya pindah ke maxis .",1
22263,untuk memperoleh pengetahuan orang harus belajar tapi untuk memperoleh kebijaksanaan kita harus mengamati,1
21835,sebenernya mereka percaya akan tuhan ga sih kok setiap ada bencana selalu ngehubungin ke mana mana ,-1
12773,kenangan yg paling indah itu ialah ketika pertama kali kau cumbui aku sayang ,1
5075,senyum saja . tidak perlu banyak marah-marah,1
7983,"the peak resort dinning adalah salah satu restoran yang terletak di bukit dengan ketinggian 1200 m dari permukaan laut , dari the peak bisa melihat kota bandung secara keseluruhan dan hamparan perkebunan yang ada disekitar nya , bahkan bisa melihat gunung tangkuban perahu . selain pemandangan yang menakjubkan dan makanan yang enak , the peak mempunyai suasana yang romantis",1
5136,ternyata jokowi kayak cebong baru retas,-1
11112,"untuk tempat nya sendiri bisa dibilang warung begitu dan kurang bersih , yang menurut saya tidak enak mie nya karena bukan dadakan dimasak tapi seperti sudah direbus dan mengembang begitu tidak enak",-1
7606,"suasana yang tenang , membuat kita semua dapat menikmati makan siang dengan relax . rasa makanan yang menunjang membuat rasa penat dari perjalanan jakarta - bandung , menjadi hilang",1
18338,aruna besok coba mie pontianak yuk lho kamu kan muslim kok makan makanan ga halal sih iya ga pake jilbab lagi g ,-1
2132,tidak mahal,1
1745,kasihan anak sekarang hari minggu tidak bisa menonton kartun,-1
11412,"makanan enak , halal , pilihan menu cukup bervariasi , harga relatif tidak terlalu mahal , suasana nyaman , letak di daerah dago bawah sehingga cukup mudah dijangkau dan masih dapat hawa segar bandung",1
1536,hedset paling enak dan awet hanyalah hedset asli dari telepon genggam samsung,1
9108,"kesukaan saya di sini adalah chicken schnitzel . saus jamur nya enak . kedua adalah nasi goreng tapi kemarin pesan nasi goreng special - nya , rasanya sudah berbeda . mungkin karena resto selalu penuh jadi nasi goreng nya dimasak dulu dan kalau ada yang memesan baru dipanaskan .",1
8031,"dosen itu tugas nya membimbing mahasiswa dalam hal akademisi , kok malah ikutan mca . digaji pemerintah pula .",-1
8995,indosat lemah otak amat minimal di karawang,-1
10118,presiden juga manusia memang tempat nya kekurangan dan kealpaan,-1
10055,biadab,-1
17772,waduh kebangetan sama emak2,-1
3485,"terakhir kes ini 2 tahun lalu pelayanan masih oke , ramah dan berbicara bahasa sunda , ialah secara tempat nya di bandung , resto sunda , tapi sekarang saya ke sini cerita nya minta ke pelayann nya gabung 3 meja , eh itu pelayan malah bilang pesan saja dulu bu , saya bilang , saya rombongan , pesan nya nanti saja kalau rombongan sudah datang , eh itu pelayan malah gabung 2 meja . saya jadi tidak nyaman dengan tempat ini .",-1
7254,bandung memang sudah terkenal . surga nya kuliner . batagor batagor juara ada di bandung . hampir semua batagor sangat lezat . tapi entang mengapa . buat batagor kingsley . saya tidak bisa kenakan hati . dari semasa kuliah di bandung . dan sekarang di bogor . kingsley selalu pilihan batagor saya . walaupun agak mahal . tapi saya lebih baik makan batagor agak jarang yang penting batagor kingsley .,1
11841,"restoran yang menyediakan menu makanan khas jawa barat . sebetulnya rasa standard seperti layaknya restoran sunda lainnya , yang unik disajikan di piring kaleng zaman dahulu dan harga murah sekali .",1
23309,gawat negara kacau jokowi akui gagal pre tolak imunisasi covid cina rezim bunuh pri impor vaksin cina migrasi tkcn,-1
8602,rasa ramen nya biasa banget tetapi harga nya menyentuh rp 20 . 000 . masih banyak kedai ramen di bandung yang menyediakan ramen dengan rasa yang jauh lebih enak dengan harga yang sama .,-1
20236,kualitas pribadi kita akan bertambah ketika kita mau memberikan sedikit rejeki yang kita punyai ,1
4543,"dengan rasa yang biasa saja , saya harus menunggu hampir 1 jam untuk sepotong kambing bakar ! sementara tamu lain yang datang setelah saya pesan , mendapatkan makanan nya lebih dulu . pelayanan buruk , pasti nya saya tidak akan kembali lagi . lagi pula rasanya tidak sebanding dengan waktu yang diperlukan untuk menunggu . tidak enak . biasa saja .",-1
19570,salam hormat kami buat pak dan pak ,1
3456,saya suka makanan jepang dan saisan merupakan salah satu restoran yang cukup enak . namun harga nya cukup tinggi . di bagian belakang restoran ada tempat bermain untuk anak sehingga restoran ini cukup nyaman untuk keluarga .,1
4819,sudirman said sekarang jadi calon gubernur dari gerindra . kacau grup munafik semua .,-1
21128,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a ,-1
10361,sepatu adidas eqt mendukung future bait ini kok ya cocok banget,1
1695,"malam minggu , tidak aneh memang bakso boedajangan ini penuh . saya pesan bakso super kerju dengan harga 19.500 rupiah , keju nya lumer rasanya juga wuenak tidak bikin enek kuah nya sedap . sayang saya harus menunggu cukup lama hanya untuk memesan , karena sang waitress juga bingung melayani cutomer yang belum dapat duduk . saran saya jumlah pelayan ditambah dan perbesar tempat nya .",1
16730,seringkali kamu ragu untuk mengucapkan apa yang ada dihatimu karena kamu tidak yakin dia akan mendengarkanmu 2019pilihjokowikyaimaruf,1
23767,vaksinasi ekonomi jokowi menekankan pelaksanaan vaksinasi covid pasalnya vaksin menyelesaikan kesehatan memulihkan perekonomian terpuruk akibat pandemi covid,1
4844,"menu yang kita pesan udang , beef , sapo semuanya enak , sempurna cooked , rasanya pas , tinggi kualitas . pesan roast ducka nya juga tapi somehow tidak suka sama tekstur nya yang terlalu lembut dan hancur . tempat luas , pelayanan oke banget . semuanya ramah dan ramah sama anak-anak",1
17993,setiap manusia hakikatnya terlahir dengan sebuah perbedaan masing masing oleh karena itu sudah seharusnya masing masing ,1
16200,tm tengah struggle financially sebab maxis dapat 90 margin dari tawaran service internet yang sama tak perlu tanggung kos m ,-1
23064,Semoga Allah permudahkan urusan aku amp orang sekeliling aku yang tengah stress tak kisah pasal assignment ke kerja lain ke ,1
9455,saya memulai usaha dan tidak pernah takut gagal .,1
12480,aku beria sekalipun bukannya kau nak appreciate ,-1
19836,aku percaya bahwa cinta memang tidak akan selamanya indah dan baik baik saja itu sebabnya aku sering mengajakmu bertukar pik ,-1
2011,"pemandangan nya bagus sih tetapi makanan nya biasa aja terus kita harus deposit dulu sebelum masuk , pelayanan nya kurang frofesional mungkin karena mengambil dari warga sekitar maklum lokasi nya lumayan jauh kalau haris ke pusat bandung .",1
23554,buktikan carax vaksinx setidakx pejabat tertinggi negara vaksin live minggu sebulan aman barulah rakyat divaksin,1
9178,"cewek perek alexis di palembang rata-rata orang-orang sunda , seperti tahi kan mereka alim miskin jual diri .",-1
23353,suruh geng antivaksin bumi flat fahaman sesat hospital pesakit covid sebarang ppe kena virus bertahan hidup sujud hahahahaha,-1
1389,saya bersama teman datang ke restoran ini menjelang makan siang . yang menjadi spesial dari restoran ini adalah pemandangan yang indah dengan konsep di luar . untuk rasa makanan tergolong biasa saja dengan harga tidak terlalu mahal . kami beruntung waktu ke sana tidak harus antre jadi dengan bebas bisa mencoba beberapa meja yang cocok dengan pemandangan yang indah .,1
9945,senin 25 juli 2016 makan siang bersama teman . begitu duduk log dusajikan menu makanan apa ada nya . cuma 3 macam menu dan tidak ada lalapan labu siam . sudah minta beberapa tambahan menu sama sekali tidak respon . akhirnya saya hanya makan ala kadar nya yang tentu tidak ada nafsu sama sekali .,-1
8747,tempat nya lucu dengan desain tradisional . makanan nya pun tradisional . di sini jual mainan zaman dahulu juga . saya pesan mi jawa . rasa mi jawa nya biasa saja dan harga nya mahal .,-1
3814,"salah satu restoran favorit keluarga terutama keponakan-keponakan . suasana nya asri , bersantap di tepi kolam dengan banyak ikan , membuat keponakan menyukai nya . menu yang ditawarkan pun cukup beragam , dengan rasa yang cukup enak , hanya pelayanan agak lama dan cenderung kurang tanggap . tapi masih okelah , tempat nya asik , rasa enak , harga pun masih wajar .",1
7609,"kafe ini sangat cocok untuk nongkrong ketika jalan-jalan ke paris van java , pancake nya enak dan menu minuman nya bermacam-macam , yang pasti harga nya masih cukup terjangkau .",1
1848,gubernur barokah 10 tahun tidak bisa mengapa - ngapain,-1
5979,"merupakan kedai nasi bakmoy paling nikmat dan terkenal di kota bandung . bakmoy merupakan makanan yang berisi daging babi , daging ayam dan tahu yang dipotong kecil seukuran dadu dimasak dengan kecap kemudian disiram kuah kaldu panas saat siap disajikan . yang istimewa dari nasi bakmoy mahmud ini adalah racikan daging nya dan kaldu nya yang nikmat gurih , ditambah kecap cabai rawit yang khusus .",1
10937,"kegiatan pekerjaan di danau aku menjaga sampan permainan lainnya ! dusun bambu tempat wisata paling endah untuk keluarga juga teman-teman , bagus untuk selfie-selfie juga makan-makan dengan makanan khas sunda !",1
2383,"saya dan keluarga baru pertama kali ini ke tempat ini , dengan keunikkan nya anak-anak suka sekali . , karena mereka bisa menikmati kue-kue yang memutar di atas meja . lumayan baik sekali dan burger nya juga enak sekali .",1
4194,"makanan nya enak enak dan eye catching untuk di foto , suka . tetapi minuman nya juga enak dan tempat nya nyaman untuk kumpul kumpul dengan teman .",1
9561,saya sungguh menyesal keburu beli zenfone live doang slot cara nya cuma 2 tidak bisa pakai sdcard bersama-sama,-1
9439,"tempat yang sangat enak untuk berkumpul , terlebih salah satu pemilik nya adalah teman saya . sehingga saya benar-benar mengetahui kualitas barista dan chef di sana",1
6489,"suka banget sama yang diskon-diskon haha . selain bisa nongkrong sama teman . tempat ini cocok buat para mahasiswa , karena ada potongan diskon hingga 20 % lho ! tinggal menunjukkan ktm saja teman-teman !",1
19814,tidak usah saling tuding siapa yang biadab tapi buktikan siapa yang beradab buktikan siapa yang bisa menerima tim t ,-1
2627,kasihan tidak ada yang mau mengusulkan puan di caleg nanti,-1
22177,anda menyimak percakapan kami dan lalu meniru nya di awak media instagram gak bisa dibiarikan ,-1
23195,cnn trans tv vaksin covid membahayakan alih alih mengebalkan sukar kekebalan virus covid virus hiv ebola,-1
23773,pelaksanaannya vaksinasi didistribusikan skema skema gratis mandiri keamanan vaksin kaidah kaidah ilmu pengetahuan data sains standar standar kesehatan,1
14989,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak ,1
3420,"nama nya sih boleh oxtale yang menunjukkan bahwa makanan unggulan nya itu sop buntut . tapi , sop buntut cabai hijau yang saya pesan ternyata sama sekali tidak ada rasanya . hambar . begitu juga quessadilla nya . malesin banget .",-1
15499,tak semua lelaki trash arghhh ,-1
15206,bzzzz wtfff rennn kamu ama dokter cowo apa cewe ,-1
10657,"ini adalah tempat yang baik untuk para korban yang menunggu keluarga nya yang sedang asyik berbelanja . tetapi tidak untuk orang orang yang senang makanan yang enak . di bandung banyak sekali tempat makan yang jauh lebih enak dan harga nya jauh lebih murah . jadi bila anda memang menunggu keluarga yang sedang berbelanja ini adalah tempat yang sangat tepat . tetapi bila anda ingin menikmati makanan enak , jangan ke sini .",-1
15705,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak ,-1
7773,"saya mau titip salam sekalian mendoakan buat semua yang berkerja di semangat kerja nya , sehat terus pokok nya , berkat kalian kita dirumah terhibur setiap hari nya . sukses terus . ramadhan penuh berkah",1
13536,"iPhone tak mahal aku rasa Ikut market price and purchasing power negara yang guna Bagi aku Ringgit Malaysia yang rendah ,",-1
7484,di sini ribu mata nya enak . bumbu nya tidak ada dua nya . lava cabe nya kurang meleleh . pasta nya juga cukup enak . pilihan bir nya banyak . suasana cafe nya juga nyaman .,1
16933,uda selesai latian nih hihihikg lg otw pulanggg lelah tapi seru juga tadi bareng sm tim j goodnight semuanya besok ,1
18809,w blok juga u lama lama ,-1
11248,"makanan nya enak banget super deh , coba saja di sini karena harga juga lumayan kok buat kita-kita ini , cobalah dulu",1
8540,sayang sekali proses pemenuhan order makanan lama sekali . lebih mengecewakan lagi sudah 1 jam lebih tiba tiba datang disampaikan oleh pelayan tidak ada tenderloin dan sirloin . harus nya kalau tidak ada sejak awal sudah disampaikan supaya bisa ganti dengan yang lain . sungguh mengecewakan .,-1
9305,tandain muka laki nya tipe-tipe begini suka jual isteri nya sendiri . buat para wanita mohon hati-hati memilih suami apalagi kader gerindra,-1
12535,aku nangis nih ,-1
16018,kalo aku pilih garut,1
1445,"pertama ke sini saya under estimate , pas waktu sampai saya mendengarkan lagu khas sunda yang tenang dan tempat makan yang nyaman . lalu makanan yang tidak terlalu mahal buat keluarga berikut pelayanan yang sangat ramah . pokok nya saya recomend banget dech . mantaps kampung daun",1
13480,santai ae lak aku,1
9085,"dasar orang papua , bisa nya tarkam pakai otot bukan pakai otak main bola nya , tidak sekolah , bodoh-bodoh semua , sudah barang hidup lagi . sialan lu papua !",-1
23204,nak vaksin corona virus berjaya diwujudkan adakah golongan antivaksin menolak vaksin corona virus,-1
1285,saya tidak senang dengan produk dari tokopedia,-1
11703,pemandangan serta spot buat foto-foto sih bagus tapi makan nya tidak banget . mau makan ala untuk bisa makan harus bayar 120 ribu per orang minimal 4 orang . buat yang tidak berempat dilarang makan di situ . makan di foodcourt harga nya sekitar 20 ribu tapi rasanya tawar banget . tiket masuk dusun bambu 20 ribu per orang belum bayar parkir kendaraan . mahal . tidak asik .,-1
11011,indomaret adalah penjahat anyar dalam dunia perdagangan,-1
19679,dari dulu emang kurang begitu suka nunggu termasuk antre eh apalagi tambah lapar dan ngantuk kalau udah begitu ,-1
8292,"restoran lama atau zaman dahulu tapi makanan tetap enak , berbagai makanan indonesia , chinese dan eropa disajikan . boleh coba kwetiau goreng sampai steak nya enak untuk makan siang , ditambah jajanan roti dan kue nya",1
6976,"jangankan mengurus provinsi , mengurus rt saja saya yakin rusak . anies baswedan tidak pernah punya record dia punya prestasi . sandiaga uno sebagai pengusaha menjadi hebat karena men uno . pada dasar nya mereka berdua adalah dua orang idiot yang diperalat gerombolan yang mengincar apbd jakarta .",-1
11002,"lokasi di alun alun masakan padang ini cukup terkenal dengan kepala ikan kakap gule , biasa saya pesan nasi bungkus padang berisikan rendang , ayam pop dan perkedel . porsi banyak dan mengenyangkan",1
22759,Bahaya kita punya mantan jendral seperti ini Jendral kok lebay ,-1
21124,semangat terus pakemoga tuhan selalu memberikan kekuatan dan segala penyakit diangkat amin ,1
19422,aku tak kuat lah nak hadapi semuanya dan aku tak mintak pun jadi macam ni kenapa kat aku semua benda ni jadi kenapa ,-1
6699,"batagor kingsley batagor paling enak di bandung . apalagi kuah nya yang sangat lembut dan hangat . seporsi tidak cukup , perlu dua porsi . rasa ikan nya sangat kuat dan cukup mengenyangkan sebagai menu utama makan siang , jadi tidak masuk kategori cemilan .",1
6779,"restoran yang memiliki pemandangan kota bandung , dengan suasana yang nyaman . tepat dikunjungi pada malam hari dan juga cocok untuk acara bersama keluarga .",1
2413,pelayanan terbaik memang diberikan oleh bukalapak,1
17462,dear crush aku tahu aku takboleh memilikimu jadi biarkanlah aku memilikimu dalam imaginasi aku hahah,1
15595,tak sengaja aku melihatmu tersenyum padaku,1
14389,kalau tak boleh dah utk sayang aku macam sebelum ni takpela tapi tak suka la ttbe tak bertegur ttbe nk marah ,-1
18866,ini isu penting bagi kaum pekerja bang berani ngangkat isu ini keren dan paten menurut awak ,1
2002,kalau pks sama fpi susah karena harus selamatkan banyak orang waras . kaderisasi mereka berdua berasa masih hahahihi sehingga banyak banget pentolan nya yang akhirnya keluar bahkan pindah agama,-1
7627,wow mengajak ribut gila ya gue baru pulang besok ada ulangan tk pas azan maghrib teriak teriak astaghfirullah sumpah ya ini orang gaya gayaan begitu allahuakbar benar-benar ini orang ngapain si soksokan sayang sayangan ya ini yang masih berstatus pelajar kan jadi emosi,-1
13829,makasih udah bikin aku ketawa di kelas hehe,1
16826,aku sadar aku yang memilih utk bertahan harus bisa terima semua resiko dan nyetok sabar sebanyak mungkin untuk ldr ini ,-1
1834,"ayo bersama-sama jangan nonton lagi acara alay , sampah dan tidak berkualitas .",-1
12546,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe ,-1
776,"tempat ini adalah favorit saya jika ingin berlama-lama membaca komik , dan pasti nya dengan ditemani cemilan maupun makan berat dan minuman yang harga nya tidak mahal dan rasanya enak . suasana nya sangat santai , membuat kita nyaman .",1
6069,masakan india menurut ku tidak enak . terlalu banyak rempah,-1
2910,"saya tidak respek sama rumah makan yang sabun cuci tangan nya sunlight sudah habis tapi tetap ditambahi air , lunyu tangan ku :",-1
76,saya sebagai warga jakarta malu kang sama oknum yang tidak bertanggung jawab yang mau sweeping bobotoh,-1
23591,ketua pelaksana komite penanganan covid pemulihan ekonomi nasional kpcpen melaporkan perkembangan vaksin halal wakil presiden ruf amin,1
11298,"kalau ke mangkok ayam yang recomended menurut saya adalah nasi goreng nya . porsi nya sih standard untuk 1 orang dan mengenyangkan . minuman nya milo dinausaurus , jadi itu milo dan atas nya dikasih bubuk milo . untuk harga lumayan terjangkau karena ini kan letak nya di mal .",1
6969,pelayanan yang ramah dan bersih . menu makanan variatif mulai dari tradisional dan makanan barat . nuansa untuk nongkrong asik dan romantis,1
21391,saya bangga melihat goodwill nya presiden kita dlm menangani masalah bencana semoga allah memberikan kesempatan dan merest ,1
8386,"nah , ini dia . tempat makan yang tidak membuat ketagihan . meskipun sudah ada warung mak aneh berkonsep restoran di jalan . setiabudhi . warung yang asli di jalan . pajajaran ini tetap menggoda . berada di dalam gang yang sempit , tapi suasana dalam nya bersih , menarik , berkonsep sunda , serta lengkap dengan musholla nya . makan nya , jangan ditanya , beraneka makanan sunda dengan sambal beraneka jenis tersedia di sana .",1
10995,enak rasa masakan nya apalagi kepiting yang menyenangkan kita memilih kepiting nya sendiri dan masih segar . selalu mampir ke sini kalau setiap ke bandung .,1
18051,1 kengototan pemerintah menolak menetapkan status bencana gempa tsunami di lombok ntb dan paluulawesi tengah sebagai ben ,-1
11047,saya tidak suka ayam . saya lindas ayam itu,-1
14893,duh timeline twiterku terlalu receh aku tida sanggup ,-1
2708,ayo kita bantu viralkan . tindakan semena-mena pejabat .,-1
14842,tolong sebelum kau nak kacau orang yg aku sayang kau fikir dulu mcm mana perasaan kau bila ada orang kacau buah hati kau,-1
7091,"tempat nya memang nyaman , kemarin ke sana waktu makan siang , jadi mungkin belum terlalu ramai kalau kayak sore / malam . rata-rata harga makanan 30 ribu , minuman 20 ribu",1
11926,nabi muhammad pendekar buta huruf pembohong besar maka dari itu umat nya kalau naik haji diwajibkan mencium batu yang berbentuk seperti vagina wanita,-1
7748,4 tidak lte indosat di surabaya lemah otak banget . jadi ingin marah,-1
14517,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe ,-1
2129,kafe ilalang ini model nya kafe taman begitu . makanan sih standar . dengan harga yang tidak begitu mahal . dan tempat nya agak susah dicari . di daerah sukajadi . hanya waktu itu ke sana sepertinya sudah tidak beroperasi lagi .,1
19247,yora syg sabar yeenyum sikit itu pendapat dia je xsemua ckp mcm tu kita sama sama contribute n sama sama ber ,1
6279,kesal aku melihat ketua pssi ini bicara,-1
6420,"saya datang ke restoran ini karena rekomendasi dari adik saya . setelah melihat sekilas akun instagram restoran ini izakaya , maka saya dan keluarga pun datang berkunjung . kami memesan paket shabu-shabu dan nasi kari . rasanya cukup enak , nasi kari nya berbeda dengan nasi kari jepang yang pernah saya coba di beberapa restoran lain , bau nya agak lebih tajam tapi enak .",1
3199,"menu nya ada banyak dari lotek , bakmoy , rujak surabaya , lengko , dll. buat saya cuma suka rujak petis surabaya . apalagi di bandung susah mencari rujak jawa timuran . isi rujak nya cukup komplit , cingur nya pas . hindari pas makan siang , pengunjung nya padat .",1
14569,perkara paling aku takut bila tak sengaja terlukakan hati seseorang ,-1
18569,terus pas kamu minta dibela sama pasanganmu pasanganmu malah diem aja karena merasa nggak ingin melawan orang tuanya m ,-1
8275,"kalau sudah lihat perbedaan nya jauh gitu , jadi surpay surpey itu fungsi nya apa ya ? yang paling logic setelah melihat ini adalah antara menipu dan lembaga survey bodong dan bodoh ,",-1
11584,tidak ada kafe di bandung yang paling oke pemandangan hanya kafe the peak yang paling indah yang pernah saya ku njungi . begitu juga dengan makanan nya rasa dan penampilan nya oke banget . harga nya pun sangat terjangkau .,1
15636,mana nih yang uda mencak2 nyoh makan nyoh gak ada niatan minta maaf malu ya kamu ,-1
1299,"bapak reformasi ? kalau dulu iya sekarang si tukang fitnah nih kakek bangkotan amin raos , kelakuan sudah seperti yang hobi buat fitnah . ingin naik panggung tidak tahu diri otak sudah tumpul tapi berlaga prof jenius dasar",-1
17492,aku tak pergi takde kawan takkan nak ber aerobik sesorang,-1
15042,karna mereka ganti rambut dan bikin aku ambyar aku pengen ga ahh pulsa 5k lg miskin flop lanjut terus bsk sore aku umumin ,-1
4136,"tempat yang tepat untuk menikmati kesegaran dan nuansa alam yang indah di sekitar bandung . pengunjung akan dibawa menuju ke tempat makan maupun wisata bersampan di danau , atv , permainan anak-anak dengan menggunakan shuttle , sehingga tidak perlu repot mencari tempat parkir . tarif masuk cukup wajar , sebesar rp 15.000 / orang dan setiap permainan akan dikenakan charge harga nya bervariasi . untuk makanan , pengunjung perlu menukarkan kupon .",1
9175,"cuanki terkenal di bandung , ada cabang di dekat suis butcher tapi harga nya lebih mahal sedikit . cocok untuk makan sore-sore . selalu penuh , harus buru-buru cari tempat duduk . batagor nya juga enak . bisa pesan 1 / 2 porsi",1
19545,terima kasih kepada orang yang masih setia dan tanpa jemu melayan kerenah aku terima baik buruk aku mention your lovely fri ,1
14798,gatau aku ga jago bikin nick ,-1
5210,jujur ini tempat posisi enak banget buat diet lama karena sepi dan makanya enak-enak mana pas ke sana lagi ada promo jadi nya makin bahagia deh makan di sana haha,1
13275,ingat kan dulu aku baiiiik sekali tapi semua berubah ketika arisal mengajarkan untuk dingin ,-1
17737,nanti kita akan mendengar polisi kesulitan menangkap pelaku ,-1
1642,"lokasi nya strategis , parkir tapi agak susah . harga makanan minuman nya juga cukup mahal menurut saya . tapi , sesuai dengan porsi yang diberikan . saya suka vanilla milkshake nya , manis , enak .",1
1321,tempat makan yang sangat enak dan harga cukup terjangkau memaki pun jauh dari pusat kota bandung . kalau mau ke sini jangan terlalu sore .,1
3138,saya pikir jokowi ini kesal karena dia berharap bisa menang mutlak,-1
23079,suka membaca zaman takut nak membaca ramai golongan anti vaksin anti covid galak article,-1
2874,"setiap kali ke bandung kami selalu makan di raja sunda . nuansa sunda nya sangat kental , variasi menu nya sangat banyak . sangat dianjurkan menu : tahu kipas dan tumis jamur . tahu kipas nya rasanya sangat gurih dan crispy . raja sunda bisa menjadi tempat yang lebih menyenangkan jika membuat tempat makan yang terpisah antara perokok dan yang tidak merokok .",1
3854,wajiblah ke sini lagi kalau ke bandung lagi . begah banget enak banyak . tidak rugi bayar 1 juta . tempat nya nyaman banget parkir nya gampang tempat nya enak banget dekat dari dago . jarang nih ke bandung dapat tempat makan seperti begini,1
9437,"saya mau melaporkan keluhan saya , saya pakai jasa gosend dari tokopedia , barang sudah diambil gojek tetapi malah di bawa kabur .",-1
1433,"the peak berlokasi di dekat lembang , dataran tinggi di bandung yang sejuk dan lokasi yang sangat baik namun jalan untuk mencapai tempat ini sangat berkelok disertai tikungan tajam nan curam , tidak disarankan untuk berkendara saat hujan dan malam hari . di the peak terdapat restoran dengan pemandangan kota bandung yang indah dari perbukitan , harga makanan yang sangat mahal dan sangat tidak sesuai .",-1
5197,"semua makanan di hanamasa lezat dan sangat reccomended . mulai dari yakini ku , shabu-shabu , tempura , semuanya lezat dan saya yakin memakai bahan berkualitas tinggi . tetapi saya agak menyayangkan karena di nampan buffet tidak terdapat nama makanan . saya pada waktu itu mengambil beberapa jenis daging , tapi saya tidak bisa membedakan jenis daging pada nampan 1 dengan nampan yang lain .",1
4692,"komentar pertama sudah pasti venue yang kece , pelayanan ramah sekali , dan untuk menu yang dipilih adalah roast barramundi fish dan sop buntut nya yang aku kasih nilai 4 tapi buat es makanan thailand itu aku kasih nilai 5 ya ! laff",1
667,steak yang dihidangkan dari sisi ukuran dan kenikmatan berasa langsung ditambah saus steak nya yang kurang kental sesuai dengan harga,1
2319,"area restoran ini lumayan luas dengan parkir yang cukup , pemandangan bagus , namun makanan yang disajikan tidak sebanding dengan harga . saya coba makan rawon , tapi lidah saya tidak merasakan sensasi rasa yang diharapkan .",-1
21164,sepakat hanya saja saya kasih tahu kamu selera mereka rendah karena gak mau sama saya ,-1
23673,setuju diadakannya vaksin covid dipercaya keamanannya vaksin cepat sejarah gagal vaksin,1
15663,huh bukan dua ke tu pasal aku benci mathematics ,-1
17995,yuk ikut tebakanakulaku lengkapi kata kata diatas dan 2 orang yang beruntung akan mendapatkan voucher kfc 100k dan vouche ,1
9624,transaksi senjata jerman dengan arab saudi dan uni emirat arab disebut tidak bertanggung jawab .,-1
